"","long","lat","group","order","region","subregion"
"153",-85.0842361450195,31.4439239501953,1,153,"alabama",NA
"154",-85.0956954956055,31.4095478057861,1,154,"alabama",NA
"155",-85.0956954956055,31.3407917022705,1,155,"alabama",NA
"156",-85.1014175415039,31.3006839752197,1,156,"alabama",NA
"157",-85.1243438720703,31.2834949493408,1,157,"alabama",NA
"158",-85.1243438720703,31.254846572876,1,158,"alabama",NA
"159",-85.1128768920898,31.1918201446533,1,159,"alabama",NA
"160",-85.1128768920898,31.174633026123,1,160,"alabama",NA
"161",-85.0899658203125,31.1402568817139,1,161,"alabama",NA
"162",-85.0441284179688,31.1116065979004,1,162,"alabama",NA
"163",-85.0383987426758,31.0944194793701,1,163,"alabama",NA
"164",-85.0326690673828,31.0772304534912,1,164,"alabama",NA
"165",-85.0326690673828,31.0371246337891,1,165,"alabama",NA
"166",-85.0154800415039,31.0027484893799,1,166,"alabama",NA
"167",-85.0154800415039,30.9970169067383,1,167,"alabama",NA
"168",-85.4967651367188,31.0084743499756,1,168,"alabama",NA
"169",-85.5196762084961,31.0084743499756,1,169,"alabama",NA
"170",-86.0467987060547,31.0084743499756,1,170,"alabama",NA
"171",-86.2014999389648,31.0084743499756,1,171,"alabama",NA
"172",-86.3905715942383,31.0084743499756,1,172,"alabama",NA
"173",-86.705696105957,31.0084743499756,1,173,"alabama",NA
"174",-86.7973709106445,31.0084743499756,1,174,"alabama",NA
"175",-87.1812591552734,31.0084743499756,1,175,"alabama",NA
"176",-87.6052474975586,31.0084743499756,1,176,"alabama",NA
"177",-87.6052474975586,30.9569110870361,1,177,"alabama",NA
"178",-87.610969543457,30.9339923858643,1,178,"alabama",NA
"179",-87.6338958740234,30.8996162414551,1,179,"alabama",NA
"180",-87.6396255493164,30.8766975402832,1,180,"alabama",NA
"181",-87.6338958740234,30.8595085144043,1,181,"alabama",NA
"182",-87.610969543457,30.8423175811768,1,182,"alabama",NA
"183",-87.5479507446289,30.7735633850098,1,183,"alabama",NA
"184",-87.4906539916992,30.721996307373,1,184,"alabama",NA
"185",-87.4620056152344,30.7105388641357,1,185,"alabama",NA
"186",-87.4505462646484,30.6990776062012,1,186,"alabama",NA
"187",-87.4218978881836,30.6761589050293,1,187,"alabama",NA
"188",-87.4104385375977,30.6475124359131,1,188,"alabama",NA
"189",-87.4104385375977,30.6188640594482,1,189,"alabama",NA
"190",-87.4333572387695,30.5844879150391,1,190,"alabama",NA
"191",-87.4620056152344,30.5443801879883,1,191,"alabama",NA
"192",-87.4677352905273,30.527193069458,1,192,"alabama",NA
"193",-87.4620056152344,30.5100040435791,1,193,"alabama",NA
"194",-87.44482421875,30.4928131103516,1,194,"alabama",NA
"195",-87.3989868164062,30.4584369659424,1,195,"alabama",NA
"196",-87.3932571411133,30.4469795227051,1,196,"alabama",NA
"197",-87.4047164916992,30.4297866821289,1,197,"alabama",NA
"198",-87.4218978881836,30.4297866821289,1,198,"alabama",NA
"199",-87.439094543457,30.4240608215332,1,199,"alabama",NA
"200",-87.439094543457,30.4183292388916,1,200,"alabama",NA
"201",-87.4505462646484,30.4011421203613,1,201,"alabama",NA
"202",-87.4620056152344,30.3896808624268,1,202,"alabama",NA
"204",-114.637390136719,35.0191802978516,2,204,"arizona",NA
"205",-114.643127441406,35.1051216125488,2,205,"arizona",NA
"206",-114.603019714355,35.1223106384277,2,206,"arizona",NA
"207",-114.574363708496,35.1796112060547,2,207,"arizona",NA
"208",-114.585830688477,35.2369041442871,2,208,"arizona",NA
"209",-114.597282409668,35.2827415466309,2,209,"arizona",NA
"210",-114.608741760254,35.3572273254395,2,210,"arizona",NA
"211",-114.625938415527,35.4087905883789,2,211,"arizona",NA
"212",-114.666046142578,35.4546279907227,2,212,"arizona",NA
"213",-114.660308837891,35.5004653930664,2,213,"arizona",NA
"214",-114.666046142578,35.5405731201172,2,214,"arizona",NA
"215",-114.671775817871,35.6093292236328,2,215,"arizona",NA
"216",-114.683235168457,35.6666221618652,2,216,"arizona",NA
"217",-114.700416564941,35.712459564209,2,217,"arizona",NA
"218",-114.700416564941,35.7926750183105,2,218,"arizona",NA
"219",-114.688957214355,35.8843460083008,2,219,"arizona",NA
"220",-114.711875915527,35.9129943847656,2,220,"arizona",NA
"221",-114.734802246094,35.9588317871094,2,221,"arizona",NA
"222",-114.734802246094,36.0161285400391,2,222,"arizona",NA
"223",-114.757713317871,36.0619659423828,2,223,"arizona",NA
"224",-114.734802246094,36.1078033447266,2,224,"arizona",NA
"225",-114.700416564941,36.1192588806152,2,225,"arizona",NA
"226",-114.643127441406,36.1421775817871,2,226,"arizona",NA
"227",-114.557182312012,36.153636932373,2,227,"arizona",NA
"228",-114.488426208496,36.1364479064941,2,228,"arizona",NA
"229",-114.396751403809,36.1364479064941,2,229,"arizona",NA
"230",-114.327995300293,36.1135292053223,2,230,"arizona",NA
"231",-114.310813903809,36.0447769165039,2,231,"arizona",NA
"232",-114.264976501465,36.0275840759277,2,232,"arizona",NA
"233",-114.201942443848,36.021858215332,2,233,"arizona",NA
"234",-114.13892364502,36.0390472412109,2,234,"arizona",NA
"235",-114.116004943848,36.0963401794434,2,235,"arizona",NA
"236",-114.08162689209,36.1364479064941,2,236,"arizona",NA
"237",-114.052978515625,36.2109336853027,2,237,"arizona",NA
"238",-114.047248840332,36.8411865234375,2,238,"arizona",NA
"239",-114.041519165039,36.9958839416504,2,239,"arizona",NA
"240",-113.823799133301,36.9958839416504,2,240,"arizona",NA
"241",-113.537322998047,37.0016136169434,2,241,"arizona",NA
"242",-113.279487609863,37.0016136169434,2,242,"arizona",NA
"243",-113.004470825195,37.0016136169434,2,243,"arizona",NA
"244",-112.907066345215,36.9958839416504,2,244,"arizona",NA
"245",-112.729446411133,37.0016136169434,2,245,"arizona",NA
"246",-112.540374755859,36.9958839416504,2,246,"arizona",NA
"247",-112.414321899414,36.9958839416504,2,247,"arizona",NA
"248",-112.208053588867,36.9958839416504,2,248,"arizona",NA
"249",-111.950225830078,37.0016136169434,2,249,"arizona",NA
"250",-111.686668395996,37.0016136169434,2,250,"arizona",NA
"251",-111.411643981934,37.0016136169434,2,251,"arizona",NA
"252",-111.319969177246,37.0016136169434,2,252,"arizona",NA
"253",-111.25121307373,36.9958839416504,2,253,"arizona",NA
"254",-111.125160217285,36.9958839416504,2,254,"arizona",NA
"255",-110.844413757324,37.0016136169434,2,255,"arizona",NA
"256",-110.75846862793,36.9958839416504,2,256,"arizona",NA
"257",-110.683990478516,36.9958839416504,2,257,"arizona",NA
"258",-110.546478271484,36.9958839416504,2,258,"arizona",NA
"259",-110.30583190918,37.0016136169434,2,259,"arizona",NA
"260",-110.088104248047,37.0016136169434,2,260,"arizona",NA
"261",-110.00789642334,37.0016136169434,2,261,"arizona",NA
"262",-109.933410644531,36.9958839416504,2,262,"arizona",NA
"263",-109.715682983398,36.9958839416504,2,263,"arizona",NA
"264",-109.41202545166,36.9958839416504,2,264,"arizona",NA
"265",-109.148460388184,36.9958839416504,2,265,"arizona",NA
"266",-109.039596557617,36.9958839416504,2,266,"arizona",NA
"267",-109.04532623291,35.9989395141602,2,267,"arizona",NA
"268",-109.051063537598,34.9504280090332,2,268,"arizona",NA
"269",-109.051063537598,34.5722732543945,2,269,"arizona",NA
"270",-109.056785583496,33.7758636474609,2,270,"arizona",NA
"271",-109.051063537598,33.2029037475586,2,271,"arizona",NA
"272",-109.056785583496,32.7789154052734,2,272,"arizona",NA
"273",-109.056785583496,32.4236831665039,2,273,"arizona",NA
"274",-109.056785583496,31.3522510528564,2,274,"arizona",NA
"275",-109.234405517578,31.3522510528564,2,275,"arizona",NA
"276",-109.624015808105,31.3465213775635,2,276,"arizona",NA
"277",-109.996437072754,31.3522510528564,2,277,"arizona",NA
"278",-110.351669311523,31.3522510528564,2,278,"arizona",NA
"279",-110.477722167969,31.3522510528564,2,279,"arizona",NA
"280",-110.632415771484,31.3522510528564,2,280,"arizona",NA
"281",-110.987655639648,31.3465213775635,2,281,"arizona",NA
"282",-111.119430541992,31.3579788208008,2,282,"arizona",NA
"283",-111.297050476074,31.4152774810791,2,283,"arizona",NA
"284",-111.388725280762,31.4439239501953,2,284,"arizona",NA
"285",-111.629364013672,31.5184097290039,2,285,"arizona",NA
"286",-112.036163330078,31.6501884460449,2,286,"arizona",NA
"287",-112.32837677002,31.7418632507324,2,287,"arizona",NA
"288",-112.66641998291,31.8392658233643,2,288,"arizona",NA
"289",-112.929977416992,31.9252090454102,2,289,"arizona",NA
"290",-113.187812805176,32.0054244995117,2,290,"arizona",NA
"291",-113.348236083984,32.0569877624512,2,291,"arizona",NA
"292",-113.468559265137,32.097095489502,2,292,"arizona",NA
"293",-113.743583679199,32.1887702941895,2,293,"arizona",NA
"294",-114.035797119141,32.2747116088867,2,294,"arizona",NA
"295",-114.316543579102,32.3606567382812,2,295,"arizona",NA
"296",-114.700416564941,32.4809799194336,2,296,"arizona",NA
"297",-114.809280395508,32.5153541564941,2,297,"arizona",NA
"298",-114.797813415527,32.5783805847168,2,298,"arizona",NA
"299",-114.769172668457,32.6700553894043,2,299,"arizona",NA
"300",-114.734802246094,32.733081817627,2,300,"arizona",NA
"301",-114.688957214355,32.7445373535156,2,301,"arizona",NA
"302",-114.654586791992,32.7388076782227,2,302,"arizona",NA
"303",-114.59156036377,32.7388076782227,2,303,"arizona",NA
"304",-114.551452636719,32.7617263793945,2,304,"arizona",NA
"305",-114.522804260254,32.8247528076172,2,305,"arizona",NA
"306",-114.47696685791,32.8763198852539,2,306,"arizona",NA
"307",-114.47696685791,32.9336166381836,2,307,"arizona",NA
"308",-114.482696533203,32.996639251709,2,308,"arizona",NA
"309",-114.539993286133,33.0424728393555,2,309,"arizona",NA
"310",-114.660308837891,33.0539360046387,2,310,"arizona",NA
"311",-114.700416564941,33.0825843811035,2,311,"arizona",NA
"312",-114.711875915527,33.134147644043,2,312,"arizona",NA
"313",-114.688957214355,33.2659301757812,2,313,"arizona",NA
"314",-114.740524291992,33.3117637634277,2,314,"arizona",NA
"315",-114.71760559082,33.3576011657715,2,315,"arizona",NA
"316",-114.729064941406,33.4034385681152,2,316,"arizona",NA
"317",-114.688957214355,33.4320907592773,2,317,"arizona",NA
"318",-114.648849487305,33.455005645752,2,318,"arizona",NA
"319",-114.637390136719,33.4836540222168,2,319,"arizona",NA
"320",-114.608741760254,33.5008430480957,2,320,"arizona",NA
"321",-114.62020111084,33.5294914245605,2,321,"arizona",NA
"322",-114.568641662598,33.5466804504395,2,322,"arizona",NA
"323",-114.557182312012,33.5753288269043,2,323,"arizona",NA
"324",-114.528533935547,33.6326217651367,2,324,"arizona",NA
"325",-114.539993286133,33.6956481933594,2,325,"arizona",NA
"326",-114.522804260254,33.7300262451172,2,326,"arizona",NA
"327",-114.539993286133,33.7815933227539,2,327,"arizona",NA
"328",-114.539993286133,33.9248313903809,2,328,"arizona",NA
"329",-114.517074584961,33.9649391174316,2,329,"arizona",NA
"330",-114.454048156738,33.9993171691895,2,330,"arizona",NA
"331",-114.471237182617,34.0165023803711,2,331,"arizona",NA
"332",-114.448318481445,34.039421081543,2,332,"arizona",NA
"333",-114.41967010498,34.0795288085938,2,333,"arizona",NA
"334",-114.396751403809,34.1139068603516,2,334,"arizona",NA
"335",-114.299346923828,34.1540107727051,2,335,"arizona",NA
"336",-114.230598449707,34.1998481750488,2,336,"arizona",NA
"337",-114.190490722656,34.2456855773926,2,337,"arizona",NA
"338",-114.133193969727,34.2628746032715,2,338,"arizona",NA
"339",-114.13892364502,34.2972526550293,2,339,"arizona",NA
"340",-114.16756439209,34.3373603820801,2,340,"arizona",NA
"341",-114.287887573242,34.4233016967773,2,341,"arizona",NA
"342",-114.373832702637,34.4691390991211,2,342,"arizona",NA
"343",-114.402488708496,34.5894622802734,2,343,"arizona",NA
"344",-114.41967010498,34.6123809814453,2,344,"arizona",NA
"345",-114.448318481445,34.7097816467285,2,345,"arizona",NA
"346",-114.574363708496,34.807186126709,2,346,"arizona",NA
"347",-114.551452636719,34.8358345031738,2,347,"arizona",NA
"348",-114.545722961426,34.8472938537598,2,348,"arizona",NA
"349",-114.568641662598,34.8644828796387,2,349,"arizona",NA
"350",-114.608741760254,34.8874015808105,2,350,"arizona",NA
"351",-114.63166809082,34.9618835449219,2,351,"arizona",NA
"352",-114.637390136719,35.0191802978516,2,352,"arizona",NA
"354",-94.051025390625,33.0367469787598,3,354,"arkansas",NA
"355",-94.051025390625,33.3003082275391,3,355,"arkansas",NA
"356",-94.056755065918,33.5753288269043,3,356,"arkansas",NA
"357",-94.0796661376953,33.586784362793,3,357,"arkansas",NA
"358",-94.0911254882812,33.5982437133789,3,358,"arkansas",NA
"359",-94.1197738647461,33.5925178527832,3,359,"arkansas",NA
"360",-94.1484298706055,33.586784362793,3,360,"arkansas",NA
"361",-94.1541595458984,33.586784362793,3,361,"arkansas",NA
"362",-94.1885375976562,33.6097030639648,3,362,"arkansas",NA
"363",-94.2057189941406,33.6154365539551,3,363,"arkansas",NA
"364",-94.2229080200195,33.6097030639648,3,364,"arkansas",NA
"365",-94.2286376953125,33.5982437133789,3,365,"arkansas",NA
"366",-94.2400970458984,33.5753288269043,3,366,"arkansas",NA
"367",-94.2630157470703,33.586784362793,3,367,"arkansas",NA
"368",-94.2802047729492,33.586784362793,3,368,"arkansas",NA
"369",-94.2973937988281,33.5753288269043,3,369,"arkansas",NA
"370",-94.3088531494141,33.5695991516113,3,370,"arkansas",NA
"371",-94.3661499023438,33.5753288269043,3,371,"arkansas",NA
"372",-94.4005279541016,33.5695991516113,3,372,"arkansas",NA
"373",-94.40625,33.5753288269043,3,373,"arkansas",NA
"374",-94.4234466552734,33.5982437133789,3,374,"arkansas",NA
"375",-94.4520874023438,33.5982437133789,3,375,"arkansas",NA
"376",-94.4635543823242,33.6154365539551,3,376,"arkansas",NA
"377",-94.4750137329102,33.6326217651367,3,377,"arkansas",NA
"378",-94.4807434082031,33.6555404663086,3,378,"arkansas",NA
"379",-94.4979248046875,33.6669998168945,3,379,"arkansas",NA
"380",-94.4921951293945,33.6784591674805,3,380,"arkansas",NA
"381",-94.4921951293945,33.9649391174316,3,381,"arkansas",NA
"382",-94.4864654541016,34.211311340332,3,382,"arkansas",NA
"383",-94.4807434082031,34.5321655273438,3,383,"arkansas",NA
"384",-94.4692840576172,34.7498931884766,3,384,"arkansas",NA
"385",-94.4578247070312,34.9848022460938,3,385,"arkansas",NA
"386",-94.4406356811523,35.397331237793,3,386,"arkansas",NA
"387",-94.4463577270508,35.4431686401367,3,387,"arkansas",NA
"388",-94.4807434082031,35.6551666259766,3,388,"arkansas",NA
"389",-94.503662109375,35.7640266418457,3,389,"arkansas",NA
"390",-94.5609588623047,36.1135292053223,3,390,"arkansas",NA
"391",-94.5724105834961,36.1765556335449,3,391,"arkansas",NA
"392",-94.6239776611328,36.5088691711426,3,392,"arkansas",NA
"393",-94.0853958129883,36.5031394958496,3,393,"arkansas",NA
"394",-94.0796661376953,36.4974136352539,3,394,"arkansas",NA
"395",-93.8905944824219,36.5031394958496,3,395,"arkansas",NA
"396",-93.873405456543,36.4974136352539,3,396,"arkansas",NA
"397",-93.598388671875,36.5031394958496,3,397,"arkansas",NA
"398",-93.5926513671875,36.4974136352539,3,398,"arkansas",NA
"399",-93.3348236083984,36.5031394958496,3,399,"arkansas",NA
"400",-93.3233642578125,36.4974136352539,3,400,"arkansas",NA
"401",-93.3061752319336,36.5031394958496,3,401,"arkansas",NA
"402",-93.3004455566406,36.4974136352539,3,402,"arkansas",NA
"403",-92.8478088378906,36.5031394958496,3,403,"arkansas",NA
"404",-92.8420791625977,36.5031394958496,3,404,"arkansas",NA
"405",-92.773323059082,36.5031394958496,3,405,"arkansas",NA
"406",-92.7675933837891,36.5031394958496,3,406,"arkansas",NA
"407",-92.5498733520508,36.5031394958496,3,407,"arkansas",NA
"408",-92.1602630615234,36.4974136352539,3,408,"arkansas",NA
"409",-92.1316146850586,36.4974136352539,3,409,"arkansas",NA
"410",-91.6732482910156,36.5031394958496,3,410,"arkansas",NA
"411",-91.4669799804688,36.4974136352539,3,411,"arkansas",NA
"412",-91.4612503051758,36.4974136352539,3,412,"arkansas",NA
"413",-91.421142578125,36.4974136352539,3,413,"arkansas",NA
"414",-91.415412902832,36.5031394958496,3,414,"arkansas",NA
"415",-91.146125793457,36.5031394958496,3,415,"arkansas",NA
"416",-90.7908935546875,36.5031394958496,3,416,"arkansas",NA
"417",-90.5731735229492,36.5088691711426,3,417,"arkansas",NA
"418",-90.2236633300781,36.5088691711426,3,418,"arkansas",NA
"419",-90.1720962524414,36.5031394958496,3,419,"arkansas",NA
"420",-90.1377182006836,36.474494934082,3,420,"arkansas",NA
"421",-90.1262588500977,36.4057388305664,3,421,"arkansas",NA
"422",-90.1033401489258,36.4000091552734,3,422,"arkansas",NA
"423",-90.0689697265625,36.3885498046875,3,423,"arkansas",NA
"424",-90.0689697265625,36.3484420776367,3,424,"arkansas",NA
"425",-90.0918807983398,36.2854156494141,3,425,"arkansas",NA
"426",-90.1205368041992,36.2739562988281,3,426,"arkansas",NA
"427",-90.1377182006836,36.2166595458984,3,427,"arkansas",NA
"428",-90.1892852783203,36.1994743347168,3,428,"arkansas",NA
"429",-90.1892852783203,36.1765556335449,3,429,"arkansas",NA
"430",-90.2637710571289,36.1307182312012,3,430,"arkansas",NA
"431",-90.3783645629883,36.0046691894531,3,431,"arkansas",NA
"432",-90.3840942382812,36.0046691894531,3,432,"arkansas",NA
"433",-90.2981491088867,35.9989395141602,3,433,"arkansas",NA
"434",-89.971565246582,35.9989395141602,3,434,"arkansas",NA
"435",-89.9658279418945,36.0046691894531,3,435,"arkansas",NA
"436",-89.7939453125,36.0046691894531,3,436,"arkansas",NA
"437",-89.7538375854492,36.0046691894531,3,437,"arkansas",NA
"438",-89.7194595336914,36.0046691894531,3,438,"arkansas",NA
"439",-89.7137298583984,35.987476348877,3,439,"arkansas",NA
"440",-89.6850814819336,35.9702911376953,3,440,"arkansas",NA
"441",-89.6564407348633,35.9473724365234,3,441,"arkansas",NA
"442",-89.6507034301758,35.9244537353516,3,442,"arkansas",NA
