"index","Store","Date","Temperature","Fuel_Price","IsHoliday"
"40",1,"2010-11-05",58.74,2.689,FALSE
"41",1,"2010-11-12",59.61,2.728,FALSE
"42",1,"2010-11-19",51.41,2.771,FALSE
"43",1,"2010-11-26",64.52,2.735,TRUE
"44",1,"2010-12-03",49.27,2.708,FALSE
"45",1,"2010-12-10",46.33,2.843,FALSE
"46",1,"2010-12-17",49.84,2.869,FALSE
"47",1,"2010-12-24",52.33,2.886,FALSE
"48",1,"2010-12-31",48.43,2.943,TRUE
"49",1,"2011-01-07",48.27,2.976,FALSE
"50",1,"2011-01-14",35.4,2.983,FALSE
"51",1,"2011-01-21",44.04,3.016,FALSE
"52",1,"2011-01-28",43.83,3.01,FALSE
"53",1,"2011-02-04",42.27,2.989,FALSE
"54",1,"2011-02-11",36.39,3.022,TRUE
"55",1,"2011-02-18",57.36,3.045,FALSE
"56",1,"2011-02-25",62.9,3.065,FALSE
"57",1,"2011-03-04",59.58,3.288,FALSE
"58",1,"2011-03-11",53.56,3.459,FALSE
"59",1,"2011-03-18",62.76,3.488,FALSE
"60",1,"2011-03-25",69.97,3.473,FALSE
"61",1,"2011-04-01",59.17,3.524,FALSE
"62",1,"2011-04-08",67.84,3.622,FALSE
"63",1,"2011-04-15",71.27,3.743,FALSE
"64",1,"2011-04-22",72.99,3.807,FALSE
"65",1,"2011-04-29",72.03,3.81,FALSE
"66",1,"2011-05-06",64.61,3.906,FALSE
"67",1,"2011-05-13",75.64,3.899,FALSE
"68",1,"2011-05-20",67.63,3.907,FALSE
"69",1,"2011-05-27",77.72,3.786,FALSE
"70",1,"2011-06-03",83,3.699,FALSE
"71",1,"2011-06-10",83.13,3.648,FALSE
"72",1,"2011-06-17",86.41,3.637,FALSE
"73",1,"2011-06-24",83.58,3.594,FALSE
"74",1,"2011-07-01",85.55,3.524,FALSE
"75",1,"2011-07-08",85.83,3.48,FALSE
"76",1,"2011-07-15",88.54,3.575,FALSE
"77",1,"2011-07-22",85.77,3.651,FALSE
"78",1,"2011-07-29",86.83,3.682,FALSE
"79",1,"2011-08-05",91.65,3.684,FALSE
"80",1,"2011-08-12",90.76,3.638,FALSE
"81",1,"2011-08-19",89.94,3.554,FALSE
"82",1,"2011-08-26",87.96,3.523,FALSE
"83",1,"2011-09-02",87.83,3.533,FALSE
"84",1,"2011-09-09",76,3.546,TRUE
"85",1,"2011-09-16",79.94,3.526,FALSE
"86",1,"2011-09-23",75.8,3.467,FALSE
"87",1,"2011-09-30",79.69,3.355,FALSE
"88",1,"2011-10-07",69.31,3.285,FALSE
"89",1,"2011-10-14",71.74,3.274,FALSE
"90",1,"2011-10-21",63.71,3.353,FALSE
"91",1,"2011-10-28",66.57,3.372,FALSE
"92",1,"2011-11-04",54.98,3.332,FALSE
"93",1,"2011-11-11",59.11,3.297,FALSE
"94",1,"2011-11-18",62.25,3.308,FALSE
"95",1,"2011-11-25",60.14,3.236,TRUE
"96",1,"2011-12-02",48.91,3.172,FALSE
"97",1,"2011-12-09",43.93,3.158,FALSE
"98",1,"2011-12-16",51.63,3.159,FALSE
"99",1,"2011-12-23",47.96,3.112,FALSE
"100",1,"2011-12-30",44.55,3.129,TRUE
"101",1,"2012-01-06",49.01,3.157,FALSE
"102",1,"2012-01-13",48.53,3.261,FALSE
"103",1,"2012-01-20",54.11,3.268,FALSE
"104",1,"2012-01-27",54.26,3.29,FALSE
"105",1,"2012-02-03",56.55,3.36,FALSE
"106",1,"2012-02-10",48.02,3.409,TRUE
"107",1,"2012-02-17",45.32,3.51,FALSE
"108",1,"2012-02-24",57.25,3.555,FALSE
"109",1,"2012-03-02",60.96,3.63,FALSE
"110",1,"2012-03-09",58.76,3.669,FALSE
"111",1,"2012-03-16",64.74,3.734,FALSE
"112",1,"2012-03-23",65.93,3.787,FALSE
"113",1,"2012-03-30",67.61,3.845,FALSE
"114",1,"2012-04-06",70.43,3.891,FALSE
"115",1,"2012-04-13",69.07,3.891,FALSE
"116",1,"2012-04-20",66.76,3.877,FALSE
"117",1,"2012-04-27",67.23,3.814,FALSE
"118",1,"2012-05-04",75.55,3.749,FALSE
"119",1,"2012-05-11",73.77,3.688,FALSE
"120",1,"2012-05-18",70.33,3.63,FALSE
"121",1,"2012-05-25",77.22,3.561,FALSE
"122",1,"2012-06-01",77.95,3.501,FALSE
"123",1,"2012-06-08",78.3,3.452,FALSE
"124",1,"2012-06-15",79.35,3.393,FALSE
"125",1,"2012-06-22",78.39,3.346,FALSE
"126",1,"2012-06-29",84.88,3.286,FALSE
"127",1,"2012-07-06",81.57,3.227,FALSE
"128",1,"2012-07-13",77.12,3.256,FALSE
"129",1,"2012-07-20",80.42,3.311,FALSE
"130",1,"2012-07-27",82.66,3.407,FALSE
"131",1,"2012-08-03",86.11,3.417,FALSE
"132",1,"2012-08-10",85.05,3.494,FALSE
"133",1,"2012-08-17",84.85,3.571,FALSE
"134",1,"2012-08-24",77.66,3.62,FALSE
"135",1,"2012-08-31",80.49,3.638,FALSE
"136",1,"2012-09-07",83.96,3.73,TRUE
"137",1,"2012-09-14",74.97,3.717,FALSE
"138",1,"2012-09-21",69.87,3.721,FALSE
"139",1,"2012-09-28",76.08,3.666,FALSE
"140",1,"2012-10-05",68.55,3.617,FALSE
"141",1,"2012-10-12",62.99,3.601,FALSE
"142",1,"2012-10-19",67.97,3.594,FALSE
"143",1,"2012-10-26",69.16,3.506,FALSE
"144",1,"2012-11-02",55.32,3.386,FALSE
"145",1,"2012-11-09",61.24,3.314,FALSE
"146",1,"2012-11-16",52.92,3.252,FALSE
"147",1,"2012-11-23",56.23,3.211,TRUE
"148",1,"2012-11-30",52.34,3.207,FALSE
"149",1,"2012-12-07",64.12,3.198,FALSE
"150",1,"2012-12-14",48.89,3.168,FALSE
"151",1,"2012-12-21",56.02,3.098,FALSE
"152",1,"2012-12-28",44.79,3.108,TRUE
"153",1,"2013-01-04",41.73,3.161,FALSE
"154",1,"2013-01-11",50.32,3.243,FALSE
"155",1,"2013-01-18",42.92,3.237,FALSE
"156",1,"2013-01-25",53.37,3.227,FALSE
"157",1,"2013-02-01",56.46,3.244,FALSE
"158",1,"2013-02-08",56.67,3.417,TRUE
"159",1,"2013-02-15",49.66,3.475,FALSE
"160",1,"2013-02-22",50.25,3.597,FALSE
"161",1,"2013-03-01",48.01,3.711,FALSE
"162",1,"2013-03-08",50.81,3.658,FALSE
"163",1,"2013-03-15",55.33,3.622,FALSE
"164",1,"2013-03-22",63.42,3.611,FALSE
"165",1,"2013-03-29",51,3.606,FALSE
"166",1,"2013-04-05",58.59,3.583,FALSE
"167",1,"2013-04-12",62.72,3.529,FALSE
"168",1,"2013-04-19",67.1,3.451,FALSE
"169",1,"2013-04-26",59.23,3.417,FALSE
"170",1,"2013-05-03",66.66,3.386,FALSE
"171",1,"2013-05-10",63.9,3.392,FALSE
"172",1,"2013-05-17",69.53,3.454,FALSE
"173",1,"2013-05-24",77.19,3.494,FALSE
"174",1,"2013-05-31",78.02,3.466,FALSE
"175",1,"2013-06-07",76.44,3.439,FALSE
"176",1,"2013-06-14",79.86,3.431,FALSE
"177",1,"2013-06-21",81.35,3.479,FALSE
"178",1,"2013-06-28",83.94,3.495,FALSE
"179",1,"2013-07-05",79.85,3.422,FALSE
"180",1,"2013-07-12",83.12,3.4,FALSE
"181",1,"2013-07-19",79.26,3.556,FALSE
"182",1,"2013-07-26",81.54,3.62,FALSE
"183",2,"2010-02-05",40.19,2.572,FALSE
"184",2,"2010-02-12",38.49,2.548,TRUE
"185",2,"2010-02-19",39.69,2.514,FALSE
"186",2,"2010-02-26",46.1,2.561,FALSE
"187",2,"2010-03-05",47.17,2.625,FALSE
"188",2,"2010-03-12",57.56,2.667,FALSE
"189",2,"2010-03-19",54.52,2.72,FALSE
"190",2,"2010-03-26",51.26,2.732,FALSE
"191",2,"2010-04-02",63.27,2.719,FALSE
"192",2,"2010-04-09",65.41,2.77,FALSE
"193",2,"2010-04-16",68.07,2.808,FALSE
"194",2,"2010-04-23",65.11,2.795,FALSE
"195",2,"2010-04-30",66.98,2.78,FALSE
"196",2,"2010-05-07",71.28,2.835,FALSE
"197",2,"2010-05-14",73.31,2.854,FALSE
"198",2,"2010-05-21",74.83,2.826,FALSE
"199",2,"2010-05-28",81.13,2.759,FALSE
"200",2,"2010-06-04",81.81,2.705,FALSE
"201",2,"2010-06-11",83.4,2.668,FALSE
"202",2,"2010-06-18",85.81,2.637,FALSE
"203",2,"2010-06-25",86.26,2.653,FALSE
"204",2,"2010-07-02",82.74,2.669,FALSE
"205",2,"2010-07-09",82.59,2.642,FALSE
"206",2,"2010-07-16",85.32,2.623,FALSE
"207",2,"2010-07-23",87.66,2.608,FALSE
"208",2,"2010-07-30",83.49,2.64,FALSE
"209",2,"2010-08-06",89.53,2.627,FALSE
"210",2,"2010-08-13",89.05,2.692,FALSE
"211",2,"2010-08-20",88.7,2.664,FALSE
"212",2,"2010-08-27",87.12,2.619,FALSE
"213",2,"2010-09-03",81.83,2.577,FALSE
"214",2,"2010-09-10",79.09,2.565,TRUE
"215",2,"2010-09-17",82.05,2.582,FALSE
"216",2,"2010-09-24",81.79,2.624,FALSE
"217",2,"2010-10-01",69.24,2.603,FALSE
"218",2,"2010-10-08",63.19,2.633,FALSE
"219",2,"2010-10-15",65.8,2.72,FALSE
"220",2,"2010-10-22",68.5,2.725,FALSE
"221",2,"2010-10-29",66.24,2.716,FALSE
"222",2,"2010-11-05",57.85,2.689,FALSE
"223",2,"2010-11-12",59.69,2.728,FALSE
"224",2,"2010-11-19",50.81,2.771,FALSE
"225",2,"2010-11-26",62.98,2.735,TRUE
"226",2,"2010-12-03",49.33,2.708,FALSE
"227",2,"2010-12-10",45.5,2.843,FALSE
"228",2,"2010-12-17",47.55,2.869,FALSE
"229",2,"2010-12-24",49.97,2.886,FALSE
"230",2,"2010-12-31",47.3,2.943,TRUE
"231",2,"2011-01-07",44.69,2.976,FALSE
"232",2,"2011-01-14",33.02,2.983,FALSE
"233",2,"2011-01-21",41.4,3.016,FALSE
"234",2,"2011-01-28",42.83,3.01,FALSE
"235",2,"2011-02-04",38.25,2.989,FALSE
"236",2,"2011-02-11",33.19,3.022,TRUE
"237",2,"2011-02-18",57.83,3.045,FALSE
"238",2,"2011-02-25",60.8,3.065,FALSE
"239",2,"2011-03-04",57.77,3.288,FALSE
"240",2,"2011-03-11",52.7,3.459,FALSE
"241",2,"2011-03-18",62.32,3.488,FALSE
"242",2,"2011-03-25",69.42,3.473,FALSE
"243",2,"2011-04-01",55.43,3.524,FALSE
"244",2,"2011-04-08",67,3.622,FALSE
"245",2,"2011-04-15",69.48,3.743,FALSE
"246",2,"2011-04-22",69.39,3.807,FALSE
"247",2,"2011-04-29",69.21,3.81,FALSE
"248",2,"2011-05-06",61.48,3.906,FALSE
"249",2,"2011-05-13",74.61,3.899,FALSE
"250",2,"2011-05-20",67.14,3.907,FALSE
"251",2,"2011-05-27",76.42,3.786,FALSE
"252",2,"2011-06-03",83.07,3.699,FALSE
"253",2,"2011-06-10",83.4,3.648,FALSE
"254",2,"2011-06-17",86.53,3.637,FALSE
"255",2,"2011-06-24",85.17,3.594,FALSE
"256",2,"2011-07-01",85.69,3.524,FALSE
"257",2,"2011-07-08",87.7,3.48,FALSE
"258",2,"2011-07-15",89.83,3.575,FALSE
"259",2,"2011-07-22",89.34,3.651,FALSE
"260",2,"2011-07-29",90.07,3.682,FALSE
"261",2,"2011-08-05",93.34,3.684,FALSE
"262",2,"2011-08-12",91.58,3.638,FALSE
"263",2,"2011-08-19",89.86,3.554,FALSE
"264",2,"2011-08-26",90.45,3.523,FALSE
"265",2,"2011-09-02",89.64,3.533,FALSE
"266",2,"2011-09-09",77.97,3.546,TRUE
"267",2,"2011-09-16",78.85,3.526,FALSE
"268",2,"2011-09-23",75.58,3.467,FALSE
"269",2,"2011-09-30",78.14,3.355,FALSE
"270",2,"2011-10-07",69.92,3.285,FALSE
"271",2,"2011-10-14",71.67,3.274,FALSE
"272",2,"2011-10-21",64.53,3.353,FALSE
"273",2,"2011-10-28",65.87,3.372,FALSE
"274",2,"2011-11-04",55.53,3.332,FALSE
"275",2,"2011-11-11",59.33,3.297,FALSE
"276",2,"2011-11-18",62.01,3.308,FALSE
"277",2,"2011-11-25",56.36,3.236,TRUE
"278",2,"2011-12-02",48.74,3.172,FALSE
"279",2,"2011-12-09",41.76,3.158,FALSE
"280",2,"2011-12-16",50.13,3.159,FALSE
"281",2,"2011-12-23",46.66,3.112,FALSE
"282",2,"2011-12-30",44.57,3.129,TRUE
"283",2,"2012-01-06",46.75,3.157,FALSE
"284",2,"2012-01-13",45.99,3.261,FALSE
"285",2,"2012-01-20",51.7,3.268,FALSE
"286",2,"2012-01-27",50.5,3.29,FALSE
"287",2,"2012-02-03",55.21,3.36,FALSE
"288",2,"2012-02-10",46.98,3.409,TRUE
"289",2,"2012-02-17",43.82,3.51,FALSE
"290",2,"2012-02-24",54.63,3.555,FALSE
"291",2,"2012-03-02",58.79,3.63,FALSE
"292",2,"2012-03-09",57.11,3.669,FALSE
"293",2,"2012-03-16",63.68,3.734,FALSE
"294",2,"2012-03-23",64.01,3.787,FALSE
"295",2,"2012-03-30",66.83,3.845,FALSE
"296",2,"2012-04-06",68.43,3.891,FALSE
"297",2,"2012-04-13",68.08,3.891,FALSE
"298",2,"2012-04-20",65.69,3.877,FALSE
"299",2,"2012-04-27",67.2,3.814,FALSE
"300",2,"2012-05-04",76.73,3.749,FALSE
"301",2,"2012-05-11",73.87,3.688,FALSE
"302",2,"2012-05-18",71.27,3.63,FALSE
"303",2,"2012-05-25",78.19,3.561,FALSE
"304",2,"2012-06-01",78.38,3.501,FALSE
"305",2,"2012-06-08",78.69,3.452,FALSE
"306",2,"2012-06-15",80.56,3.393,FALSE
"307",2,"2012-06-22",81.04,3.346,FALSE
"308",2,"2012-06-29",86.32,3.286,FALSE
"309",2,"2012-07-06",84.2,3.227,FALSE
"310",2,"2012-07-13",80.17,3.256,FALSE
"311",2,"2012-07-20",83.23,3.311,FALSE
"312",2,"2012-07-27",86.37,3.407,FALSE
"313",2,"2012-08-03",90.22,3.417,FALSE
"314",2,"2012-08-10",88.55,3.494,FALSE
"315",2,"2012-08-17",84.79,3.571,FALSE
"316",2,"2012-08-24",76.91,3.62,FALSE
"317",2,"2012-08-31",82.64,3.638,FALSE
"318",2,"2012-09-07",87.65,3.73,TRUE
"319",2,"2012-09-14",75.88,3.717,FALSE
"320",2,"2012-09-21",71.09,3.721,FALSE
"321",2,"2012-09-28",79.45,3.666,FALSE
"322",2,"2012-10-05",70.27,3.617,FALSE
"323",2,"2012-10-12",60.97,3.601,FALSE
"324",2,"2012-10-19",68.08,3.594,FALSE
"325",2,"2012-10-26",69.79,3.506,FALSE
"326",2,"2012-11-02",56.4,3.386,FALSE
"327",2,"2012-11-09",61.9,3.314,FALSE
"328",2,"2012-11-16",52.72,3.252,FALSE
"329",2,"2012-11-23",58.06,3.211,TRUE
"330",2,"2012-11-30",52.64,3.207,FALSE
"331",2,"2012-12-07",64.19,3.198,FALSE
"332",2,"2012-12-14",47.69,3.168,FALSE
"333",2,"2012-12-21",55.14,3.098,FALSE
"334",2,"2012-12-28",41.56,3.108,TRUE
"335",2,"2013-01-04",39.12,3.161,FALSE
"336",2,"2013-01-11",47.42,3.243,FALSE
"337",2,"2013-01-18",40.98,3.237,FALSE
"338",2,"2013-01-25",51.33,3.227,FALSE
"339",2,"2013-02-01",54.75,3.244,FALSE
"340",2,"2013-02-08",56.08,3.417,TRUE
"341",2,"2013-02-15",48.92,3.475,FALSE
"342",2,"2013-02-22",48.16,3.597,FALSE
"343",2,"2013-03-01",46.08,3.711,FALSE
"344",2,"2013-03-08",51.12,3.658,FALSE
"345",2,"2013-03-15",55.14,3.622,FALSE
"346",2,"2013-03-22",59.97,3.611,FALSE
"347",2,"2013-03-29",50.54,3.606,FALSE
"348",2,"2013-04-05",58.3,3.583,FALSE
"349",2,"2013-04-12",61.23,3.529,FALSE
"350",2,"2013-04-19",67.05,3.451,FALSE
"351",2,"2013-04-26",58.13,3.417,FALSE
"352",2,"2013-05-03",65.26,3.386,FALSE
"353",2,"2013-05-10",63.51,3.392,FALSE
"354",2,"2013-05-17",70.55,3.454,FALSE
"355",2,"2013-05-24",76.83,3.494,FALSE
"356",2,"2013-05-31",78.05,3.466,FALSE
"357",2,"2013-06-07",76.2,3.439,FALSE
"358",2,"2013-06-14",80.91,3.431,FALSE
"359",2,"2013-06-21",81.11,3.479,FALSE
"360",2,"2013-06-28",85.37,3.495,FALSE
"361",2,"2013-07-05",79.48,3.422,FALSE
"362",2,"2013-07-12",85.41,3.4,FALSE
"363",2,"2013-07-19",79.16,3.556,FALSE
"364",2,"2013-07-26",83.17,3.62,FALSE
"365",3,"2010-02-05",45.71,2.572,FALSE
"366",3,"2010-02-12",47.93,2.548,TRUE
"367",3,"2010-02-19",47.07,2.514,FALSE
"368",3,"2010-02-26",52.05,2.561,FALSE
"369",3,"2010-03-05",53.04,2.625,FALSE
"370",3,"2010-03-12",63.08,2.667,FALSE
"371",3,"2010-03-19",60.42,2.72,FALSE
"372",3,"2010-03-26",57.06,2.732,FALSE
"373",3,"2010-04-02",65.56,2.719,FALSE
"374",3,"2010-04-09",68,2.77,FALSE
"375",3,"2010-04-16",66.98,2.808,FALSE
"376",3,"2010-04-23",67.87,2.795,FALSE
"377",3,"2010-04-30",70.24,2.78,FALSE
"378",3,"2010-05-07",73.47,2.835,FALSE
"379",3,"2010-05-14",77.18,2.854,FALSE
"380",3,"2010-05-21",75.81,2.826,FALSE
"381",3,"2010-05-28",78.6,2.759,FALSE
"382",3,"2010-06-04",78.53,2.705,FALSE
"383",3,"2010-06-11",82.1,2.668,FALSE
"384",3,"2010-06-18",83.52,2.637,FALSE
"385",3,"2010-06-25",83.79,2.653,FALSE
"386",3,"2010-07-02",82.2,2.669,FALSE
"387",3,"2010-07-09",81.75,2.642,FALSE
"388",3,"2010-07-16",84.32,2.623,FALSE
"389",3,"2010-07-23",83.32,2.608,FALSE
"390",3,"2010-07-30",82.04,2.64,FALSE
"391",3,"2010-08-06",85.13,2.627,FALSE
"392",3,"2010-08-13",86.74,2.692,FALSE
"393",3,"2010-08-20",88.02,2.664,FALSE
"394",3,"2010-08-27",86.15,2.619,FALSE
"395",3,"2010-09-03",84.16,2.577,FALSE
"396",3,"2010-09-10",80.84,2.565,TRUE
"397",3,"2010-09-17",82.36,2.582,FALSE
"398",3,"2010-09-24",76.9,2.624,FALSE
"399",3,"2010-10-01",73.6,2.603,FALSE
"400",3,"2010-10-08",66.99,2.633,FALSE
"401",3,"2010-10-15",69.71,2.72,FALSE
"402",3,"2010-10-22",71.64,2.725,FALSE
"403",3,"2010-10-29",72.04,2.716,FALSE
"404",3,"2010-11-05",62.94,2.689,FALSE
"405",3,"2010-11-12",62.79,2.728,FALSE
"406",3,"2010-11-19",57.72,2.771,FALSE
"407",3,"2010-11-26",68.71,2.735,TRUE
"408",3,"2010-12-03",53.76,2.708,FALSE
"409",3,"2010-12-10",51.13,2.843,FALSE
"410",3,"2010-12-17",52.2,2.869,FALSE
"411",3,"2010-12-24",57.16,2.886,FALSE
"412",3,"2010-12-31",53.2,2.943,TRUE
"413",3,"2011-01-07",53.35,2.976,FALSE
"414",3,"2011-01-14",44.76,2.983,FALSE
"415",3,"2011-01-21",50.74,3.016,FALSE
"416",3,"2011-01-28",48.71,3.01,FALSE
"417",3,"2011-02-04",45.95,2.989,FALSE
"418",3,"2011-02-11",43.57,3.022,TRUE
"419",3,"2011-02-18",61.58,3.045,FALSE
"420",3,"2011-02-25",67.4,3.065,FALSE
"421",3,"2011-03-04",65.11,3.288,FALSE
"422",3,"2011-03-11",61.29,3.459,FALSE
"423",3,"2011-03-18",69.47,3.488,FALSE
"424",3,"2011-03-25",72.94,3.473,FALSE
"425",3,"2011-04-01",68.76,3.524,FALSE
"426",3,"2011-04-08",72.55,3.622,FALSE
"427",3,"2011-04-15",75.88,3.743,FALSE
"428",3,"2011-04-22",76.91,3.807,FALSE
"429",3,"2011-04-29",78.69,3.81,FALSE
"430",3,"2011-05-06",69.45,3.906,FALSE
"431",3,"2011-05-13",79.87,3.899,FALSE
"432",3,"2011-05-20",75.79,3.907,FALSE
"433",3,"2011-05-27",84.41,3.786,FALSE
"434",3,"2011-06-03",84.29,3.699,FALSE
"435",3,"2011-06-10",84.84,3.648,FALSE
"436",3,"2011-06-17",86.96,3.637,FALSE
"437",3,"2011-06-24",84.94,3.594,FALSE
"438",3,"2011-07-01",85.1,3.524,FALSE
"439",3,"2011-07-08",85.38,3.48,FALSE
"440",3,"2011-07-15",87.14,3.575,FALSE
"441",3,"2011-07-22",86.19,3.651,FALSE
"442",3,"2011-07-29",88.07,3.682,FALSE
"443",3,"2011-08-05",88.45,3.684,FALSE
"444",3,"2011-08-12",88.88,3.638,FALSE
"445",3,"2011-08-19",88.44,3.554,FALSE
"446",3,"2011-08-26",87.67,3.523,FALSE
"447",3,"2011-09-02",89.12,3.533,FALSE
"448",3,"2011-09-09",81.72,3.546,TRUE
"449",3,"2011-09-16",83.63,3.526,FALSE
"450",3,"2011-09-23",80.19,3.467,FALSE
"451",3,"2011-09-30",82.58,3.355,FALSE
"452",3,"2011-10-07",75.54,3.285,FALSE
"453",3,"2011-10-14",73.75,3.274,FALSE
"454",3,"2011-10-21",69.03,3.353,FALSE
"455",3,"2011-10-28",71.04,3.372,FALSE
"456",3,"2011-11-04",59.31,3.332,FALSE
"457",3,"2011-11-11",61.7,3.297,FALSE
"458",3,"2011-11-18",63.91,3.308,FALSE
"459",3,"2011-11-25",68,3.236,TRUE
"460",3,"2011-12-02",54.97,3.172,FALSE
"461",3,"2011-12-09",49.26,3.158,FALSE
"462",3,"2011-12-16",57.95,3.159,FALSE
"463",3,"2011-12-23",53.41,3.112,FALSE
"464",3,"2011-12-30",48.29,3.129,TRUE
"465",3,"2012-01-06",52.42,3.157,FALSE
"466",3,"2012-01-13",51.86,3.261,FALSE
"467",3,"2012-01-20",56.2,3.268,FALSE
"468",3,"2012-01-27",58.06,3.29,FALSE
"469",3,"2012-02-03",59.33,3.36,FALSE
"470",3,"2012-02-10",51.65,3.409,TRUE
"471",3,"2012-02-17",52.39,3.51,FALSE
"472",3,"2012-02-24",60.12,3.555,FALSE
"473",3,"2012-03-02",61.65,3.63,FALSE
"474",3,"2012-03-09",60.71,3.669,FALSE
"475",3,"2012-03-16",64,3.734,FALSE
"476",3,"2012-03-23",66.53,3.787,FALSE
"477",3,"2012-03-30",69.36,3.845,FALSE
"478",3,"2012-04-06",73.01,3.891,FALSE
"479",3,"2012-04-13",72.83,3.891,FALSE
"480",3,"2012-04-20",72.05,3.877,FALSE
"481",3,"2012-04-27",73.39,3.814,FALSE
"482",3,"2012-05-04",79.51,3.749,FALSE
"483",3,"2012-05-11",75.19,3.688,FALSE
"484",3,"2012-05-18",72.38,3.63,FALSE
"485",3,"2012-05-25",78.58,3.561,FALSE
"486",3,"2012-06-01",81.55,3.501,FALSE
"487",3,"2012-06-08",81.65,3.452,FALSE
"488",3,"2012-06-15",84.66,3.393,FALSE
"489",3,"2012-06-22",82.7,3.346,FALSE
"490",3,"2012-06-29",86.42,3.286,FALSE
"491",3,"2012-07-06",83.14,3.227,FALSE
"492",3,"2012-07-13",82.28,3.256,FALSE
"493",3,"2012-07-20",81.38,3.311,FALSE
"494",3,"2012-07-27",84.94,3.407,FALSE
"495",3,"2012-08-03",86.55,3.417,FALSE
"496",3,"2012-08-10",85.85,3.494,FALSE
"497",3,"2012-08-17",87.36,3.571,FALSE
"498",3,"2012-08-24",83.01,3.62,FALSE
"499",3,"2012-08-31",85.18,3.638,FALSE
"500",3,"2012-09-07",84.99,3.73,TRUE
"501",3,"2012-09-14",78.36,3.717,FALSE
"502",3,"2012-09-21",72.78,3.721,FALSE
"503",3,"2012-09-28",77.46,3.666,FALSE
"504",3,"2012-10-05",72.74,3.617,FALSE
"505",3,"2012-10-12",70.31,3.601,FALSE
"506",3,"2012-10-19",73.44,3.594,FALSE
"507",3,"2012-10-26",74.66,3.506,FALSE
"508",3,"2012-11-02",61.61,3.386,FALSE
"509",3,"2012-11-09",68.72,3.314,FALSE
"510",3,"2012-11-16",61.1,3.252,FALSE
"511",3,"2012-11-23",61.69,3.211,TRUE
"512",3,"2012-11-30",57.5,3.207,FALSE
"513",3,"2012-12-07",65.09,3.198,FALSE
"514",3,"2012-12-14",54.72,3.168,FALSE
"515",3,"2012-12-21",59.39,3.098,FALSE
"516",3,"2012-12-28",51.76,3.108,TRUE
"517",3,"2013-01-04",46.52,3.161,FALSE
"518",3,"2013-01-11",49.83,3.243,FALSE
"519",3,"2013-01-18",49.09,3.237,FALSE
"520",3,"2013-01-25",57.85,3.227,FALSE
"521",3,"2013-02-01",62.81,3.244,FALSE
"522",3,"2013-02-08",62.77,3.417,TRUE
"523",3,"2013-02-15",57.36,3.475,FALSE
"524",3,"2013-02-22",59.96,3.597,FALSE
"525",3,"2013-03-01",54.19,3.711,FALSE
"526",3,"2013-03-08",57.25,3.658,FALSE
"527",3,"2013-03-15",61.99,3.622,FALSE
"528",3,"2013-03-22",70.38,3.611,FALSE
"529",3,"2013-03-29",60.69,3.606,FALSE
"530",3,"2013-04-05",65.89,3.583,FALSE
"531",3,"2013-04-12",67.56,3.529,FALSE
"532",3,"2013-04-19",71.69,3.451,FALSE
"533",3,"2013-04-26",65.23,3.417,FALSE
"534",3,"2013-05-03",69.73,3.386,FALSE
"535",3,"2013-05-10",68.93,3.392,FALSE
"536",3,"2013-05-17",75.33,3.454,FALSE
